Publication_year,Research_group_UPC,ID_article
"(2009, 2012]",AMPC - Analisi de materials de Patrimoni Cultural,10
"(2015, 2018]",REARQ - Rehabilitacio i Restauracio Arquitectonica,10
"(2012, 2015]",CDAL - Centre de Disseny d'Aliatges Lleugers i Tractaments de Superficie,10
"(2018, 2021]",WiComTec - Grup de recerca en Tecnologies i Comunicacions Sense Fils,10
"(2015, 2018]",GRXCA - Grup de Recerca en Xarxes de Comunicacions Cel?lulars i Ad-hoc,10
"(2012, 2015]",BIOSPIN - Biomedical Signal Processing and Interpretation,10
"(2018, 2021]",ISG - Grup de Seguretat de la Informacio,10
"(2012, 2015]","ACC - Arquitectura, Ciutat i Cultura",10
"(2015, 2018]",LEAM - Laboratori d'Enginyeria Acustica i Mecanica,10
"(2015, 2018]",KRD - Cinematica i Disseny de Robots,10
"(2012, 2015]",e-CAT - Circuits i Transductors Electronics,10
"(2012, 2015]",(TIEG) - Terrassa Industrial Electronics Group,10
"(2012, 2015]",GRXCA - Grup de Recerca en Xarxes de Comunicacions Cel?lulars i Ad-hoc,9
"(2012, 2015]",PROTO - Projectes: Tecnica i Organitzacio,9
"(2012, 2015]","QINE - Disseny de Baix Consum, Test, Verificacio i Circuits Integrats de Seguretat",9
"(2012, 2015]",RSP - Grup de Recerca en Salut Publica,9
"(2009, 2012]",TUAREG - Turbulence and Aerodynamics in Mechanical and Aerospace Engineering Research Group,9
"(2015, 2018]",(TIEG) - Terrassa Industrial Electronics Group,9
"(2018, 2021]",GRABI - Grup de Recerca Aplicada en Biomecanica de l'Impacte,9
"(2015, 2018]",ARCO - Microarquitectura i Compiladors,9
"(2018, 2021]","ACC - Arquitectura, Ciutat i Cultura",9
"(2018, 2021]",TRANSMAR - Grup de recerca de transport maritim i logistica portuaria,9
"(2015, 2018]",e-CAT - Circuits i Transductors Electronics,9
"(2015, 2018]","MAPS - Management, Pricing and Services in Next Generation Networks",9
"(2009, 2012]",GSS - Grup Sistemes Sensors,9
"(2009, 2012]",CREMIT - Centre de Recerca de Motors i Instal?lacions Termiques,9
"(2012, 2015]",GREP - Grup de Recerca en Electronica de Potencia,8
"(2015, 2018]",ISG - Grup de Seguretat de la Informacio,8
"(2012, 2015]",LABSON - Laboratori de Sistemes Oleohidraulics i Pneumatics,8
"(2015, 2018]",ANCORA - Analisi i control del ritme cardiac,8
"(2012, 2015]",GRPFM - Grup de Recerca en Propietats Fisiques dels Materials,8
"(2009, 2012]",BIOMEC - Biomechanical Engineering Lab,8
"(2012, 2015]",LiTA - Laboratori d'Innovacio i Tecnologia en l'Arquitectura,8
"(2012, 2015]","MAPS - Management, Pricing and Services in Next Generation Networks",8
"(2015, 2018]",CRAHI - Centre de Recerca Aplicada en Hidrometeorologia,8
"(2009, 2012]",LAM - Laboratori d'Aplicacions Multimedia i TIC,8
"(2009, 2012]","MAPS - Management, Pricing and Services in Next Generation Networks",8
"(2018, 2021]",GPLN - Grup de Processament del Llenguatge Natural,8
"(2015, 2018]",LUB - Laboratori d'Urbanisme de Barcelona,8
"(2015, 2018]","QINE - Disseny de Baix Consum, Test, Verificacio i Circuits Integrats de Seguretat",7
"(2015, 2018]",RSP - Grup de Recerca en Salut Publica,7
"(2015, 2018]",TUAREG - Turbulence and Aerodynamics in Mechanical and Aerospace Engineering Research Group,7
"(2018, 2021]",(TIEG) - Terrassa Industrial Electronics Group,7
"(2015, 2018]","MACROM - Cristal?lografia, Estructura i Funcio de Macromolecules Biologiques",7
"(2012, 2015]","EXIT - Enginyeria, Xarxes, Infraestructures, Territori",7
"(2018, 2021]","EXIT - Enginyeria, Xarxes, Infraestructures, Territori",7
"(2009, 2012]",DAMA-UPC - Data Management Group,7
"(2015, 2018]",GREP - Grup de Recerca en Electronica de Potencia,7
"(2018, 2021]",GIE - Grup d'Informatica a l'Enginyeria,7
"(2012, 2015]",REMM - Recerca en Estructures i Mecanica de Materials,7
"(2009, 2012]",LABSON - Laboratori de Sistemes Oleohidraulics i Pneumatics,7
"(2012, 2015]",RFEMC - Grup de Radiofrequencia i Compatibilitat Electromagnetica en Xarxes de Comunicacions,7
"(2009, 2012]","MACROM - Cristal?lografia, Estructura i Funcio de Macromolecules Biologiques",7
"(2009, 2012]",CRESCA - Centre de Recerca en Seguretat i Control Alimentari,6
"(2009, 2012]",GIRAS - Grup Internacional de Recerca en Arquitectura i Societat,6
"(2009, 2012]",CRAAX - Centre de Recerca d'Arquitectures Avancades de Xarxes,6
"(2009, 2012]",GREA - Grup de Recerca d'Enginyeria Agro-Ambiental,6
"(2009, 2012]",GRINS - Grup de Recerca en Robotica Intel?ligent i Sistemes,6
"(2009, 2012]",GRXCA - Grup de Recerca en Xarxes de Comunicacions Cel?lulars i Ad-hoc,6
"(2009, 2012]",DILAB - Laboratori de fisica dels materials dielectrics,6
"(2012, 2015]",GSS - Grup Sistemes Sensors,6
"(2012, 2015]","STH - Sostenibilitat, Tecnologia i Humanisme",6
"(2012, 2015]",LOGPROG - Logica i Programacio,6
"(2015, 2018]",GRABI - Grup de Recerca Aplicada en Biomecanica de l'Impacte,6
"(2012, 2015]",GREA - Grup de Recerca d'Enginyeria Agro-Ambiental,6
"(2012, 2015]",IFLUIDS - Grup de Recerca Barcelona Fluids & Energy Lab,6
"(2015, 2018]",IFLUIDS - Grup de Recerca Barcelona Fluids & Energy Lab,5
"(2009, 2012]",PROTO - Projectes: Tecnica i Organitzacio,5
"(2009, 2012]","QINE - Disseny de Baix Consum, Test, Verificacio i Circuits Integrats de Seguretat",5
"(2018, 2021]","GIOPACT - Grup de Recerca d'Igualtat d'Oportunitats per a l'Arquitectura, la Ciencia i la Tecnologia",5
"(2012, 2015]",DILAB - Laboratori de fisica dels materials dielectrics,5
"(2009, 2012]",LESEC - Laboratori d'Estudis Socials de l'Enginyeria Civil,5
"(2009, 2012]",MICROTECH LAB - Microtechnology for the Industry,5
"(2009, 2012]",CDIF - Centre de Diagnostic Industrial i Fluidodinamica,5
"(2018, 2021]",GREA - Grup de Recerca d'Enginyeria Agro-Ambiental,5
"(2018, 2021]","MACROM - Cristal?lografia, Estructura i Funcio de Macromolecules Biologiques",5
"(2009, 2012]",ANCORA - Analisi i control del ritme cardiac,5
"(2012, 2015]",GIRAS - Grup Internacional de Recerca en Arquitectura i Societat,5
"(2012, 2015]",ARCO - Microarquitectura i Compiladors,4
"(2015, 2018]",LOGPROG - Logica i Programacio,4
"(2012, 2015]",GREiP - Grup de Recerca d'Edificacio i Patrimoni,4
"(2015, 2018]",GREiP - Grup de Recerca d'Edificacio i Patrimoni,4
"(2009, 2012]",LiTA - Laboratori d'Innovacio i Tecnologia en l'Arquitectura,4
"(2012, 2015]",LESEC - Laboratori d'Estudis Socials de l'Enginyeria Civil,4
"(2012, 2015]",DAMA-UPC - Data Management Group,4
"(2015, 2018]",SPAq - Sistemes de Produccio Aquicola,4
"(2012, 2015]",ANCORA - Analisi i control del ritme cardiac,4
"(2015, 2018]",DILAB - Laboratori de fisica dels materials dielectrics,3
"(2012, 2015]",EXPLORATORI - EXPLORATORI dels Recursos de la Natura,3
"(2015, 2018]",DISEN - Distributed Sensor Networks,3
"(2015, 2018]",GIRAS - Grup Internacional de Recerca en Arquitectura i Societat,3
"(2009, 2012]","EXIT - Enginyeria, Xarxes, Infraestructures, Territori",3
"(2018, 2021]",DILAB - Laboratori de fisica dels materials dielectrics,3
"(2015, 2018]",GSS - Grup Sistemes Sensors,3
"(2015, 2018]",CDAL - Centre de Disseny d'Aliatges Lleugers i Tractaments de Superficie,3
"(2012, 2015]",SPAq - Sistemes de Produccio Aquicola,3
"(2018, 2021]",GRXCA - Grup de Recerca en Xarxes de Comunicacions Cel?lulars i Ad-hoc,3
"(2018, 2021]",LOGPROG - Logica i Programacio,3
"(2012, 2015]",CERCLE - Cercle d'Arquitectura,3
"(2018, 2021]",GREENTECH - Grup de Recerca en Tecnologies Renovables,3
"(2018, 2021]",MAK - Matematica Aplicada a la Criptografia,3
"(2018, 2021]",GREP - Grup de Recerca en Electronica de Potencia,3
"(2012, 2015]",GREENTECH - Grup de Recerca en Tecnologies Renovables,3
"(2018, 2021]",CDAL - Centre de Disseny d'Aliatges Lleugers i Tractaments de Superficie,3
"(2009, 2012]",SPAq - Sistemes de Produccio Aquicola,3
"(2018, 2021]",DAMA-UPC - Data Management Group,2
"(2015, 2018]",PROTO - Projectes: Tecnica i Organitzacio,2
"(2018, 2021]",DISEN - Distributed Sensor Networks,2
"(2009, 2012]",EXPLORATORI - EXPLORATORI dels Recursos de la Natura,2
"(2018, 2021]",RSP - Grup de Recerca en Salut Publica,2
"(2015, 2018]",GREENTECH - Grup de Recerca en Tecnologies Renovables,2
"(2018, 2021]",SPAq - Sistemes de Produccio Aquicola,2
"(2009, 2012]",GREENTECH - Grup de Recerca en Tecnologies Renovables,2
"(2018, 2021]",GIRAS - Grup Internacional de Recerca en Arquitectura i Societat,2
"(2009, 2012]",IFLUIDS - Grup de Recerca Barcelona Fluids & Energy Lab,2
"(2018, 2021]",PROTO - Projectes: Tecnica i Organitzacio,2
"(2009, 2012]",GRABI - Grup de Recerca Aplicada en Biomecanica de l'Impacte,1
"(2015, 2018]",CERCLE - Cercle d'Arquitectura,1
"(2015, 2018]",DAMA-UPC - Data Management Group,1
"(2018, 2021]",IonSAT - Grup de determinacio Ionosferica i navegacio per SAtel?lit i sistemes Terrestres,1
"(2015, 2018]",LESEC - Laboratori d'Estudis Socials de l'Enginyeria Civil,1
"(2018, 2021]",EXPLORATORI - EXPLORATORI dels Recursos de la Natura,1
"(2015, 2018]",EXPLORATORI - EXPLORATORI dels Recursos de la Natura,1
"(2018, 2021]",GSS - Grup Sistemes Sensors,1
"(2018, 2021]",CERCLE - Cercle d'Arquitectura,1
"(2009, 2012]",GREiP - Grup de Recerca d'Edificacio i Patrimoni,0
"(2015, 2018]",IonSAT - Grup de determinacio Ionosferica i navegacio per SAtel?lit i sistemes Terrestres,0
"(2012, 2015]",IonSAT - Grup de determinacio Ionosferica i navegacio per SAtel?lit i sistemes Terrestres,0
"(2009, 2012]",IonSAT - Grup de determinacio Ionosferica i navegacio per SAtel?lit i sistemes Terrestres,0
"(2018, 2021]",GRPFM - Grup de Recerca en Propietats Fisiques dels Materials,0
